Username,Handle,Timestamp,Text,Comments,Likes,Retweets
Mark Cassell,@Mark_Cassell,2020-08-03T05:35:05.000Z,"""Not Just a Notebook"" - Contains quirky prompts to jog the Muse who isn't playing fair. #writingcommunity #writers #author #writerslife #amwriting #writing #cats #catbooks #notetaking Get it here> https://allauthor.com/amazon/44694/",,1,1
Tim King,@hellotimking,2020-08-03T00:47:38.000Z,"Welcome to the #Note Taking Apocalypse 

In a sea of apps, what matters most when taking notes?

If you’re like me then you’ll have found yourself often standing at the | Read More... https://hellotimking.com/2018/06/welcome-to-the-note-taking-apocalypse/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #dokuwiki #notetaking #notetaking #onenote #wardcunninghamWelcome to the Note Taking Apocalypse | hellotimking
If you’re like me then you’ll have found yourself often standing at the front door of your app store staring at the sheer wall of note taking applications that are available at the moment.
hellotimking.com",,,
Mark Cassell,@Mark_Cassell,2020-08-02T21:30:04.000Z,"A notebook that is ""Not Just a Notebook"" - Contains quirky prompts to jog the Muse who isn't playing fair.  #writingcommunity #writers #author #writerslife #amwriting #writing #notetaking
Get it here:Not Just a Notebook: for writers on location (skull design)
Not Just a Notebook: for writers on location (skull design)
amazon.com",,1,
OfficeMate_th,@OfficeMate_th,2020-07-31T15:03:32.000Z,"มาเปลี่ยนโน้ตธรรมดา ให้ไม่ธรรมดากันดีกว่า!! 
ด้วยกระดาษสีสันสะดุดตา โพสต์-อิท แฟล็กซ์ สำหรับคั่นหน้า หรือ จัดหมวดหมู่เอกสาร แปะติดเพื่อเน้นจุดที่น่าสนใจ
ราคาแผงละ 68.- 

ช้อปเลย > https://bit.ly/3jCycQr

#Postit #Postitnotes #NoteTaking #โพสต์อิท #writing #inspiration",,,
MyScript Nebo,@MyScriptApps,2020-07-31T14:02:09.000Z,"Sharing your thoughts about Nebo means a lot to us. Thank you Robottalk for this great review 
 https://nebo.app

#notetaking  #review #IOS #Appstore #paperless #handwriting",,,6
Agile Center,@Agile__Center,2020-07-31T13:23:08.000Z,"Efficient Note Taking: The Best Note Taking Methods for Studying Agile!
Struggling with retaining your Agile curriculum? Maybe it's your note taking. Ace your tests and career path with this guide to the best note taking methods https://zcu.io/SMWM
#agile #notetaking",,,1
Tim King,@hellotimking,2020-07-31T12:44:44.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,
"Chioma Writes
- Copywriter & Virtual Assistant",@chiomawrites,2020-07-31T11:32:20.000Z,Note-taking brings me so much joy! #personalassistant #notetaking #minutetaking #businessmeeting #mondaymotivation #outsourcing,,,2
Dr. Karen Connaghan,@KarenConnaghan,2020-07-30T16:51:00.000Z,"Teachers' Apps for (Collaborative) Visual Note Taking #education #notetaking #remotelearning #distancelearning #k12 #teachfromhomeTeachers' Apps for (Collaborative) Visual Note Taking
Free resource of educational web tools, 21st century skills, tips and tutorials on how teachers and students integrate technology into education
educatorstechnology.com",,1,
ReChord,@ReChord5,2020-07-30T13:46:14.000Z,"We are absolutely delighted to get awesome feedback from our users. 
#ReChord #AI #ML #NLP #notes #notetaking #feedback",,,
Philip Hemme,@PhilipHemme,2020-07-30T08:00:31.000Z,"Good in-depth post to optimize your #notetaking and make your second brain more powerful. I especially like to clean notes as if they would be published, editing, sorting by outcome rather than type.

Thanks for sharing 
@fortelabs
. https://bit.ly/30RpDbI
#professionaldevelopmentHow To Take Smart Notes: 10 Principles to Revolutionize Your Note-Taking and Writing - Forte Labs
I long ago stopped reading books on note-taking. They were always too vague and boring, full of platitudes that had little to do with the world outside academia. I especially avoided “how-to” style...
fortelabs.co",,,1
Top Spot Academy,@topspotacademy,2020-07-30T04:00:00.000Z,"""You don't need directions just point yourself to the top and go!""

Dwayne Johnson

#studygoals #study #studygram #studymotivation #studying #studystudy #studyhard #studynotes #studycommunity #studyaccount #digitalnotes #internationalstudents #notestagram #notetaking #studyabroad",,,
Ashley Nguyen,@AshleyN87025589,2020-07-30T03:19:25.000Z,"Gotta know how to calm yourself down in a bunch of tasks guys. From time planning to note taking, these Android widgets help you get more accomplished in less time. #Android #mobileapps #widgets #technologies #timeplanning #notetaking #tasks #professionalsThe best Android widgets for busy professionals
Turn your Android home screen into a powerful productivity hub with these exceptional, business-friendly widgets.
computerworld.com",,,
WhyInvest,@whyInvestigate,2020-07-28T06:45:00.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://buff.ly/2zbMKDY via 
@troopmessenger
#productivity #notetaking14 Best Note Taking apps ( iOS, Android, Mac & Windows): Which one is Ahead of the Pack?
We have listed below 
 best 
 14 Note taking apps available on (iOS, Android, Mac, iPad & Windows) to deliver a productive way of taking notes, maintaining lists, and penning down ideas. Best note...
troopmessenger.com",,,
Khalid,@Iamkhalidsid,2020-07-28T05:58:05.000Z,"#productivity tools #notion #trello #notetaking #typoraQuote Tweet
Ryan Allred
@ryanallred
 · Jul 28
I need recommendations for the best online notetaking / highlighting app.",,1,
Tim King,@hellotimking,2020-07-28T04:42:03.000Z,"Welcome to the #Note Taking Apocalypse 

In a sea of apps, what matters most when taking notes?

If you’re like me then you’ll have found yourself often standing at the | Read More... https://hellotimking.com/2018/06/welcome-to-the-note-taking-apocalypse/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #dokuwiki #notetaking #notetaking #onenote #wardcunninghamWelcome to the Note Taking Apocalypse | hellotimking
If you’re like me then you’ll have found yourself often standing at the front door of your app store staring at the sheer wall of note taking applications that are available at the moment.
hellotimking.com",,,1
Top Spot Academy,@topspotacademy,2020-07-28T04:00:00.000Z,"“The real key to learning something quickly is to take a deliberate, intelligent approach to your learning.” 

- Lindsay Kolowich

#studygoals #study #studygram #studymotivation #studying #studyinspiration #internationalstudents #notestagram #notetaking #studyabroad",,,
Saito Yukiyoshi Je 戸田市民,@SaitoYukiyoshi,2020-07-28T02:12:05.000Z,数週間前からメモは #Obsidian appに変更した。マークダウン記述を全く知らないので、どこまで使い込めるか不安もあったが、いまのところそれなりに使っている。1画面にいくつものノートを並べて書き込みができるのは非常に効率的だ。#notetaking,,,
Patrick,@patrickhopeph,2020-07-28T01:28:20.000Z,"I had to scroll too far down to see Zim Wiki on this hackernews thread: https://news.ycombinator.com/item?id=23888799…
Almost 2 years now and I still stand by what I said that the holy grail of note-taking is in plain text files and Zim Wiki works nicely with them.
https://code.hopeph.com/2019/Zim-Wiki-Digital-Notebooks-for-the-Future/…
#notetakingZim Wiki: Digital Notebooks for the Future
There are many ways to keep digital notes today. Mobility is a must for any note-taking solution and there are several with online sync capabilities such as Google Keep and Evernote. I never got into
code.hopeph.com",,,
Sarah Miller,@skdoyle,2020-07-27T20:03:01.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://buff.ly/2zbMKDY via 
@troopmessenger
#productivity #notetaking",,,
Tim King,@hellotimking,2020-07-27T18:41:21.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,1
Jill Piggott,@JillPiggott,2020-07-27T16:34:32.000Z,"Replying to 
@NitaGhei
 @janpurcell2
 and 4 othersExactly why I only make cpp pals: I know I can be boomdown instead of watching Austen-inspired zombies & the rest of the PainGang will #GetIt. Hope hell eases & a puppy materializes. Found some exceptionally good opioid guidelines this am from EU & Latin Am! #notetaking",,,2
OfficeMate_th,@OfficeMate_th,2020-07-27T15:02:26.000Z,"วันนี้ประชุม พรุ่งนี้มีกินเลี้ยง มะรืนต้องไปต่างจังหวัด!
แค่วางแผนล่วงหน้า งานไหนๆ ก็ไม่สะดุด!!!
สมุดแพลนเนอร์รายสัปดาห์ http://ME.STYLE 
เล่มละ 59.-

ช้อปเลย!  > https://bit.ly/3eYAZjf

#Postit #NoteTaking #โพสต์อิท #studyplanner #writing #stationerylove #inspiration",,1,
Avinash Wadhawan,@avinashxw,2020-07-25T14:23:12.000Z,"Thanks for a great session on notetaking by 
@saurabh
 @annkur
 Each note has to be hand-written first to act as a tangible activity between our brain and hand. Looking forward to more like this. 
@chint
 #TMICommunity #notetaking",,,3
elink.io,@elink_io,2020-07-25T13:00:28.000Z,"Today, note-taking apps have changed the hand cramps and blue ink stains, to the sound of click-clack-click-clack on keypads of modern-day devices!
#notetakingapps #notetaking
https://buff.ly/3dIV0d9",,,
Mark Cassell,@Mark_Cassell,2020-07-25T12:05:05.000Z,"A notebook that is ""Not Just a Notebook"" - Contains quirky prompts to jog the Muse who isn't playing fair.  #writingcommunity #writers #author #writerslife #amwriting #writing #notetaking
Get it here:Not Just a Notebook: for writers on location (skull design)
Not Just a Notebook: for writers on location (skull design)
amazon.com",,1,2
QOwnNotes,@QOwnNotes,2020-07-25T10:17:24.000Z,"New release of QOwnNotes: v20.7.6 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,
eSpares,@eSpares,2020-07-25T07:55:03.000Z,"Passive-aggressive but very clear washing machine user guide. *Map to laundry basket included. 
 #dirty #laundry #howto #makeitstop #nope #notcool #note #notetaking",,,
Jiewen Zhong,@lilyclock,2020-07-25T06:12:10.000Z,"Check out episode 2 of You Say Hello, I Say Nihao - Note-taking https://anchor.fm/jiewen-zhong7/episodes/Note-taking-eh76fb/Note-taking-a2piru2… What do you use for note-taking these days? A steno pad or an iPad? #interpreting #consecutiveinterpreting #notetaking #steno #ipadNote-taking by You Say Hello, I Say Nihao • A podcast on Anchor
Note-taking is kind of like magic.  With the aid of a few symbols and notes, a consecutive interpreter is able to recount a long message accurately in the target language.  How does the note-taking...
anchor.fm",,,
QOwnNotes,@QOwnNotes,2020-07-24T21:17:15.000Z,"New release of QOwnNotes: v20.7.5 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,1
J. J. Hamilton,@HardlyHamilton,2020-07-24T19:21:19.000Z,"[4-minute read] ""For me, OneNote is a game changer."" Get the low-down on why. 
@GoldenBloggerz
 @Bloggeration_
 @BloggersTribe
 @RetweetBloggers
 #WestMidlandsBloggers #Productivity #UKBloggers #EduTwitter #NoteTaking #Hack #Tip
https://hardlyhamilton.com/2020/07/24/why-use-onenote/…",,3,1
"Chioma Writes
- Copywriter & Virtual Assistant",@chiomawrites,2020-07-24T15:45:25.000Z,Keep your laptop close but your notepad closer. #notetaking #minutetaking #businessmeeting #officeassistant #pa,,,1
OfficeMate_th,@OfficeMate_th,2020-07-24T15:02:51.000Z,"งานหนัก งานยุ่งเบอร์ไหน ก็ดูชอฟท์!! 
เมื่อใช้ทุกอย่างเป็นสีพาสเทล

ราคา 470.-/แพ็ค
 แพ็ค 12 เล่ม (100 แผ่น/เล่ม)

#OfficeMateDelivery จัดส่งให้ฟรี ถึงที่เมื่อช้อปครบ 499.-*
ช้อปเลย! https://bit.ly/32BXGHs

#Postit #Postitnotes #NoteTaking #โพสต์อิท #รีวิวเครื่องเขียน #writing",,2,2
Tim King,@hellotimking,2020-07-22T18:49:20.000Z,"Welcome to the #Note Taking Apocalypse 

In a sea of apps, what matters most when taking notes?

If you’re like me then you’ll have found yourself often standing at the | Read More... https://hellotimking.com/2018/06/welcome-to-the-note-taking-apocalypse/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #dokuwiki #notetaking #notetaking #onenote #wardcunninghamWelcome to the Note Taking Apocalypse | hellotimking
If you’re like me then you’ll have found yourself often standing at the front door of your app store staring at the sheer wall of note taking applications that are available at the moment.
hellotimking.com",,,
Top Spot Academy,@topspotacademy,2020-07-22T18:00:01.000Z,"“One way to keep momentum going is to have constantly greater goals.”

– Michael Korda

#studygoals #study #studygram  #studystudy #studyhard #studynotes #studycommunity #studyinspo #notes #studytime #time #studyharder #motivation #notestagram #notetaking #studyabroad",,,
OfficeMate_th,@OfficeMate_th,2020-07-22T15:02:32.000Z,"จัดจ้านในทุกย่านที่เปะ!! กับโพสต์อิทสีนีออน
สีสันโดดเด่น เห็นแต่ไกลแน่นอน

ราคา 510.-/แพ็ค
แพ็ค 12 เล่ม (100 แผ่น/เล่ม)

#OfficeMateDelivery จัดส่งให้ฟรี ถึงที่เมื่อช้อปครบ 499.-* 
ช้อปเลย: https://bit.ly/2BeYEhD

#Postit #Postitnotes #NoteTaking #โพสต์อิท #รีวิวเครื่องเขียน",,1,1
Traverse,@TraverseLink,2020-07-22T07:34:56.000Z,"For anyone into #LanguageLearning, #SpacedRepetition, #Mindmap or #NoteTaking, we've release #Traverse https://traverse.link combining all of the aboveTraverse | Remembering is your decision
Traverse | Remembering is your decision
traverse.link",,1,
Rutvij Karkhanis,@rutvijkarkhanis,2020-07-22T05:16:39.000Z,"One of the best #notetaking tools I have come across, hands down - 
@obsdmd",,,
CSalthea,@CsAlthea,2020-07-22T05:15:45.000Z,"Digital Student Planner Pack | Undated 12 months Planner | iPad Tablet Goodnotes | Hyperlinked | Instant Download https://etsy.me/2BpQumI via 
@Etsy
 

#student #studentplanner #notetaking #etsy #etsyshop #calendar #digitalplanner #digitalcalendar #goodnotes #noteshelf #notabilityDigital Student Planner Pack | Undated 12 months Planner | iPad Tablet Goodnotes | Hyperlinked |...
Undated Hyperlinked Digital Student Planner Pack (Monday start, holiday free) This digital planner has 21 hyperlinked tabs. You can duplicate as many as you want. Use this planner template on your...
etsy.com",,,
Notud,@Notudapp,2020-07-22T04:41:19.000Z,"Want to see how you can get the most out of Notud? Be sure to join us for our free Webinar demo tomorrow with 
@abbeybree
  
Questions are welcomed and encouraged! #freewebinar #notetakingWebinars | Notud | Free Note Taking App
notud.com",,,1
Denny White,@DennyboyWhite,2020-07-22T04:18:25.000Z,"Shared via Microsoft Edge: Tired of note-taking apps – Akkshaya
#notetaking #Productivity #appsTired of note-taking apps
I’m tired of note-taking apps. It’s not because of limited choices. But it’s the other way around. There are so many note-taking apps you could try but end up sticking to none. At…
akkshaya.blog",,,
Money Making Koala,@koala_money,2020-07-22T02:42:00.000Z,"Check out this list of the best note-taking apps to deliver a productive way of taking notes, maintaining lists, and penning down ideas. 

Explore these apps now!

https://buff.ly/2zbMKDY via 
@troopmessenger
#productivity #notetaking14 Best Note Taking apps ( iOS, Android, Mac & Windows): Which one is Ahead of the Pack?
We have listed below 
 best 
 14 Note taking apps available on (iOS, Android, Mac, iPad & Windows) to deliver a productive way of taking notes, maintaining lists, and penning down ideas. Best note...
troopmessenger.com",,,
The Cordoban Scribe,@TheCordoban,2020-07-22T02:14:11.000Z,"After this post you won't need productivity hacks for a while! Thank you 
@johnrampton
https://cstu.io/5bcfd8
.
.
.
.
#TheCordobanScribe #productivityhacks #selfhelptools #readingbooks #creativity #studytips #notetaking #decisionmaking #notetakingtips #productivity #Covid19",,2,2
Shu Omi,@shuomi3,2020-07-20T08:34:48.000Z,"Can you guess what I’m trying to say? (Hint: #notetaking) 

I’m trying to come up with a good title for it",34,4,48
Data Overhaulers,@dataoverhaulers,2020-07-20T06:05:48.000Z,"""The Notes app under Nextcloud is a great alternative to Google Keep."" https://lttr.ai/T7AE #Notetaking #Evernote #Productivity",,,1
Concepts,@ConceptsApp,2020-07-20T02:30:01.000Z,"Learn how to set up Lined Paper for note-taking and handwriting practice, how to create an actual paper-sized artboard, and how to print and share your notes with this tutorial. 
 
#notetaking #conceptsapp https://concepts.app/en/tutorials/how-create-lined-paper…",,1,4
Tim King,@hellotimking,2020-07-20T01:54:42.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,1
MyScript Nebo,@MyScriptApps,2020-07-19T15:01:22.000Z," Everything new you need to know about Nebo 2.6:
 Multi-levels lists 
 Improved indentation 
 Dynamic page layout 
 Vertical spacing 
 Customizable line height and font size
 http://nebo.app   
Which one is your favorite new feature? 

 #notetaking",,1,3
onedatalab,@onedatalab,2020-07-19T13:59:39.000Z,"Personal Knowledge Management system using Visual Studio Code https://github.com/foambubble/foam #Notetakingfoambubble/foam
A personal knowledge management and sharing system for VSCode - foambubble/foam
github.com",,,
Dustin Hosseini,@DustinHosseini,2020-07-18T20:27:46.000Z,"An example of active learning perhaps?

#socialannotation 
#notetakingQuote Tweet
Danielle M Hinton
@hintondm
 · Jul 18
#Article #Bookshelf #PedagogicalStrategy: #Collaborative #NoteTaking: A Tool for Creating a More #Inclusive College Classroom https://tandfonline.com/doi/pdf/10.1080/87567555.2020.1786664…",,,4
Highly Motivated TpT,@MotivatedTpT,2020-07-18T18:06:24.000Z,"Annotation Assistant / #NoteTaking Graphic Organizers for #GoogleClassroom by Highly Motivated on #TeachersPayTeachers #education #edchat #backtoschool #socialstudies #distancelearningAnnotation Assistant / Note Taking Graphic Organizers for Google Classroom
Annotation Assistant / Note Taking Graphic Organizers for Google Classroom and Distance Learning via Google Slides. ★ ☆ ★ This bundle requires absolutely NO PREPARATION and includes our Annotation...
teacherspayteachers.com",,1,
Danielle M Hinton,@hintondm,2020-07-18T17:30:12.000Z,#Article #Bookshelf #PedagogicalStrategy: #Collaborative #NoteTaking: A Tool for Creating a More #Inclusive College Classroom https://tandfonline.com/doi/pdf/10.1080/87567555.2020.1786664…,,3,7
Aiswarya Prakasan,@ashprakasan,2020-07-17T07:19:03.000Z,"Any recommendations for a good note-taking app that supports bi-directional links? I was using 
@RoamResearch
 and loving it until yesterday. But I suddenly lost all my notes due to some “bug they ran into last Saturday”.
#productivity #NoteTaking",,,
omar dhanish,@Dhanishomar,2020-07-17T06:42:33.000Z,"take notes , add pages , reorder them & much more .
app link in bio 
#notebook #NoteTaking #Android #app",,,1
ScratchGraph,@ScratchGraph,2020-07-17T04:35:36.000Z,Drag & drop images directly into your notes https://scratchgraph.com #notetaking #VisualCommunication #VisualThinking,,,2
ashley maloff,@ashleymaloff,2020-07-17T03:03:19.000Z,"I encourage my students to consider forming a #notetaking group in their classes. They often capture more information and dive deeper into the content this way 
@chronicle
 #highered #iteachMSUTeaching: The Power of Group Note-Taking
How an approach meant to level the playing field for students with weaker high-school preparation could help classmates stay connected during the pandemic.
chronicle.com",1,2,3
Mark Cassell,@Mark_Cassell,2020-07-17T02:30:03.000Z,"A notebook that is ""Not Just a Notebook"" - Contains quirky prompts to jog the Muse who isn't playing fair.  #writingcommunity #writers #author #writerslife #amwriting #writing #notetaking
Get it here:Not Just a Notebook: for writers on location (skull design)
Not Just a Notebook: for writers on location (skull design)
amazon.com",,1,1
Simon Lau,@_SimonLau,2020-07-16T16:59:33.000Z,"Replying to 
@DrFreelance
 @MelEdits
 and 2 othersTip: 
@Otter_ai
 integrates with #Zoom to offer live #transcription & real-time highlighting

Tap on ""# Highlights"" to replay and export just the highlights

Demo:
https://youtube.com/watch?v=mkF1cE7ARTE…

Self-guided live demo:
https://blog.otter.ai/zoom

#freelancechat #InterviewTips #NoteTaking #ai",,2,4
Naomi Porter,@naomi__porter,2020-07-16T14:33:56.000Z,"I generally note take for art students, so this week's mission of note taking for a series of Computer Science lectures was a challenge. Lots of confused faces later 
 and I now know a little more about coding and programming! 
 #academicsupport #notetaking #nmhsupport",1,1,2
Bundled Notes,@bundlednotes,2020-07-16T12:01:30.000Z,"Coming soon to Bundled Notes on the web is a three pane layout option, as well as all the new features coming to the Android app in next week's update. #notetaking #notes #android #webdesign",4,1,42
PinkHouseVintage,@PinkHouseVtg,2020-07-15T19:57:04.000Z,All notebooks should be pretty or fun. Forget boring covers! #pink #purple #flowers #notebook #lowvision #visionimpairment #compbook #compositionbook #write #writing #notes #notetaking #forsale #amazon #onlineshopping https://amazon.com/dp/1723036609,,1,
QOwnNotes,@QOwnNotes,2020-07-15T16:17:03.000Z,"New release of QOwnNotes: v20.7.4 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,
Note Taking Support Network,@NTSNCommunity,2020-07-14T18:13:48.000Z,"Question 7: 

What are your institution’s plans for online learning for the next academic year (beginning September 2020)?

#NTSNChat #onlinelearning #notetakingFully online
50%
Partial campus reopening
50%
Full reopening of campus
0%
Other
0%
2 votes · Final results",,,
Note Taking Support Network,@NTSNCommunity,2020-07-14T18:07:19.000Z,"Keep your answers coming in, we love hearing your thoughts!

Question 6: 

#NSTNChat #onlinelearning #notetaking",1,,
Note Taking Support Network,@NTSNCommunity,2020-07-14T17:59:15.000Z,"Question 5: 

#NSTNChat #onlinelearning #notetaking",1,,
Note Taking Support Network,@NTSNCommunity,2020-07-14T17:53:06.000Z,"Question 4: 

#NTSNChat #onlinelearning #notetaking",2,,
Matt Swain,@MattSwainBlog,2020-07-14T17:50:47.000Z,"When reading I think it’s good to attach bits of knowledge and stories as you go mentally to the chapters and content page. Essentially use the contents page as your outline model. 

#reading #notetaking #books",,,
Note Taking Support Network,@NTSNCommunity,2020-07-14T17:46:50.000Z,"Question 3: 

#NTSNChat #onlinelearning #notetaking",2,,
Note Taking Support Network,@NTSNCommunity,2020-07-14T17:41:23.000Z,"Question 2:

#NTSNChat #onlinelearning #notetaking",2,,
Note Taking Support Network,@NTSNCommunity,2020-07-14T17:30:07.000Z,"Welcome to our very first note Taking Support Network Twitter chat! 

Where are we joining from?

#NTSNChat #onlinelearning #notetaking",4,1,
Arian,@ariananggada,2020-07-13T09:35:30.000Z,cousine font + iawriter font combination are perfect #notetaking #vim #monospace #font,1,,
Oasis Minute Taking,@OasisMinutes,2020-07-13T08:02:16.000Z,"Are you looking for a minute taker?
https://oasis-minutes.co.uk/about/

#minutes #notetaking #meetingsupport #boardmeeting #committeemeetings #trusteemeetings #projectmeetings #recordofmeeting #HRmeetings #boardmembers #trustees #charityUK",,,
Lortek Products,@LortekProducts,2020-07-11T12:54:10.000Z,"Black ink, medium point pens. Enough to share with others. Get yours at link in bio. 

#black #pen #writing #handlettering #handwriting #backtoschool #work #summertime #biblejournaling #biblejournalingcommunity #notetaking #caligraphy #study #notes #supp… https://instagr.am/p/CCgDx84js9d/",,1,1
James | SEL,@jamesgranahan,2020-07-11T11:46:14.000Z,How To Take Effective Notes: Everything You Need To Know To Take Notes That Skyrocket Your Learning https://lttr.ai/Tmes #learninghack #learning #NoteTaking #takenotes,2,,
Manuel Vélez,@manuel_velez,2020-07-11T01:35:01.000Z,"@audible_com
 #cc #notes #AccountManagement #sync #captions #ss #screenshot #screenwriting #notetaking #narrative",,,
Patrice Wheeler,@patricewheeler,2020-07-10T23:44:38.000Z,"I'm in, this sounds amazing! #NTSNChat #notetaking #onlinelearning #innovationQuote Tweet
Note Taking Support Network
@NTSNCommunity
 · Jul 10
On Tuesday 14th of July, we’re hosting the first ever NTSN Live Twitter Chat! Over 10 tweets, we’ll be discussing Note Taking and Online Learning! We’d love for you to join the conversation and connect with your peers across North America! #NTSNChat",,,
Speare App,@SpeareApp,2020-07-10T22:59:21.000Z,"FAQ: How do I watch videos and take notes all in Speare?

1. Add 2 boards to Speare
2. Copy URLs from YouTube
3. Paste URLs into one of the boards
4. Play the video
5. Start taking notes

#speare #SpeareApp #writing #writingtip #writingapps #writingtools #productivity #notetaking1:18
55 views",,,1
Deena Kara Shaffer,@deenakshaffer,2020-07-10T22:47:25.000Z,"Day 5 of 5 for 
@RyersonU
's #ThrivingInAction Training Institute. 400+ colleagues trained since 2017. A delight & honour 2 talk integrated strategies & research in #belongingness #awe #notetaking #gratitude
 #studying #procom #mindfulness #selfcompassion #procrastination #coping...",,,
Steph Anderson,@steph210885,2020-07-10T20:22:27.000Z,Best alternative to the ipad for digital note taking? Or is it really worth the cost? Also struggling to find anything in stock! #notetaking #ipadpro,2,,
bourbakis,@bourbakii,2020-07-10T12:44:59.000Z,"#TIL #wiki #notetakingThe following media includes potentially sensitive content. Change settings
View",,,
SoftwareWorld,@softwareworldco,2020-07-10T12:05:01.000Z,"Efficient and Easy to Use Evernote Alternatives - https://softwareworld.co/evernote-alternatives/…
@Google
 
@Microsoft365
 
@Box
 
@simplenoteapp
 
@Dropbox
 
@proofhub
 
@BearNotesApp
 
@notejoyapp
 
@NotionHQ
 
@milanoteapp
 
@zohonotebook
 

#best #Software #NoteTaking #Software",,2,3
Kamila Klavíková,@KamilaHerkova,2020-07-10T09:33:36.000Z,"I started to create a collection of tweets about taking notes both mine and from around the Twitter
.  Take a look and send me tips 
. #NoteTaking #Learning #Productivity
 “Notes about taking notes” by @KamilaHerkovaKamila Klavíková
@KamilaHerkova
Notes about taking notes",,1,3
Oasis Minute Taking,@OasisMinutes,2020-07-10T08:01:19.000Z,"Is minute taking an undervalued skill?
https://bit.ly/2VWOUQh
#minutes #meetingsupport #notetaking #boardmeeting #minutetaking #recordofminutes #meetings",,1,1
Mark Cassell,@Mark_Cassell,2020-07-09T01:00:04.000Z,"""Not Just a Notebook"" - Contains quirky prompts to jog the Muse who isn't playing fair. #writingcommunity #writers #author #writerslife #amwriting #writing #cats #catbooks #notetaking Get it here> https://allauthor.com/amazon/44694/",,1,
Mark Cassell,@Mark_Cassell,2020-07-08T16:55:04.000Z,"A notebook that is ""Not Just a Notebook"" - Contains quirky prompts to jog the Muse who isn't playing fair.  #writingcommunity #writers #author #writerslife #amwriting #writing #notetaking
Get it here:Not Just a Notebook: for writers on location (skull design)
Not Just a Notebook: for writers on location (skull design)
amazon.com",,,2
𝗣𝗮𝘁𝗿𝗶𝗰𝗶𝗮 𝗙𝗹𝗼𝗿𝗲𝘀 - #WLTechTools,@coachpflores,2020-07-08T14:33:11.000Z,"Are you new to #padlet
#digitalwall #notetaking
#gather ideas
modify or rearrange them later
Use #links or HTML #Code to #share

#edtechchat #WLTechTools #elearning #blendedlearning 

Start for FREE here
https://padlet.com/referrals/wltechtools…",,1,1
Chris Malapitan,@chriskem,2020-07-08T13:57:56.000Z,"Thrilled to finally share this #visualthinking video with you all. Grab a paper & pen and follow along to create basic #visualelements to level up your #notetaking or flip charts 
 https://chrismalapitan.com/trainings/",1,,7
MyScript Nebo,@MyScriptApps,2020-07-08T13:30:11.000Z,"Adding or removing vertical space has never been so easy:
 Long press with 2 fingers
 You are done 
 

#TimeManagement #notetaking #app #productivity #Tip #Tech #Howto #DocumentManagement0:09
259 views",2,1,10
